word,root
بِمَفَازَةٍ,بمفازة,بمفازة
يَذْكُرُونَ,يذكرون,يذكرون
قِيَٰمًا,قياما,قياما
وَقُعُودًا,وقعودا,وقعودا
جُنُوبِهِمْ,جنوبهم,جنوبهم
وَيَتَفَكَّرُونَ,ويتفكرون,ويتفكرون
خَلَقْتَ,خلقت,خلقت
بَٰطِلًا,باطلا,باطلا
فَقِنَا,فقنا,فقنا
تُدْخِلِ,تدخل,تدخل
أَخْزَيْتَهُۥ,اخزيته,اخزيته
رَّبَّنَآ,ربنا,ربنا
إِنَّنَا,اننا,اننا
مُنَادِيًا,مناديا,مناديا
يُنَادِى,ينادى,ينادى
بِرَبِّكُمْ,بربكم,بربكم
فَـَٔامَنَّا,فـامنا,فـامنا
وَكَفِّرْ,وكفر,وكفر
سَيِّـَٔاتِنَا,سيـاتنا,سيـاتنا
وَتَوَفَّنَا,وتوفنا,وتوفنا
ٱلْأَبْرَارِ,الابرار,الابرار
وَءَاتِنَا,وءاتنا,وءاتنا
وَعَدتَّنَا,وعدتنا,وعدتنا
رُسُلِكَ,رسلك,رسلك
تُخْزِنَا,تخزنا,تخزنا
تُخْلِفُ,تخلف,تخلف
فَٱسْتَجَابَ,فاستجاب,فاستجاب
رَبُّهُمْ,ربهم,ربهم
أُضِيعُ,اضيع,اضيع
عَمَلَ,عمل,عمل
عَٰمِلٍ,عامل,عامل
ذَكَرٍ,ذكر,ذكر
فَٱلَّذِينَ,فالذين,فالذين
وَأُخْرِجُوا۟,واخرجوا,واخرجوا
وَأُوذُوا۟,واوذوا,واوذوا
سَبِيلِى,سبيلى,سبيلى
وَقَٰتَلُوا۟,وقاتلوا,وقاتلوا
وَقُتِلُوا۟,وقتلوا,وقتلوا
لَأُكَفِّرَنَّ,لاكفرن,لاكفرن
سَيِّـَٔاتِهِمْ,سيـاتهم,سيـاتهم
وَلَأُدْخِلَنَّهُمْ,ولادخلنهم,ولادخلنهم
ثَوَابًا,ثوابا,ثوابا
ٱلثَّوَابِ,الثواب,الثواب
يَغُرَّنَّكَ,يغرنك,يغرنك
تَقَلُّبُ,تقلب,تقلب
ٱلْبِلَٰدِ,البلاد,البلاد
مَتَٰعٌ,متاع,متاع
قَلِيلٌ,قليل,قليل
مَأْوَىٰهُمْ,ماوىاهم,ماوىاهم
لَٰكِنِ,لاكن,لاكن
رَبَّهُمْ,ربهم,ربهم
نُزُلًا,نزلا,نزلا
لِّلْأَبْرَارِ,للابرار,للابرار
لَمَن,لمن,لمن
خَٰشِعِينَ,خاشعين,خاشعين
ٱصْبِرُوا۟,اصبروا,اصبروا
وَصَابِرُوا۟,وصابروا,وصابروا
وَرَابِطُوا۟,ورابطوا,ورابطوا
خَلَقَكُم,خلقكم,خلقكم
وَٰحِدَةٍ,واحدة,واحدة
وَخَلَقَ,وخلق,وخلق
زَوْجَهَا,زوجها,زوجها
رِجَالًا,رجالا,رجالا
وَنِسَآءً,ونساء,ونساء
تَسَآءَلُونَ,تساءلون,تساءلون
وَٱلْأَرْحَامَ,والارحام,والارحام
رَقِيبًا,رقيبا,رقيبا
ٱلْيَتَٰمَىٰٓ,اليتامىا,اليتامىا
تَتَبَدَّلُوا۟,تتبدلوا,تتبدلوا
بِٱلطَّيِّبِ,بالطيب,بالطيب
حُوبًا,حوبا,حوبا
تُقْسِطُوا۟,تقسطوا,تقسطوا
فَٱنكِحُوا۟,فانكحوا,فانكحوا
طَابَ,طاب,طاب
مَثْنَىٰ,مثنىا,مثنىا
وَثُلَٰثَ,وثلاث,وثلاث
وَرُبَٰعَ,ورباع,ورباع
تَعْدِلُوا۟,تعدلوا,تعدلوا
فَوَٰحِدَةً,فواحدة,فواحدة
مَلَكَتْ,ملكت,ملكت
أَيْمَٰنُكُمْ,ايمانكم,ايمانكم
أَدْنَىٰٓ,ادنىا,ادنىا
تَعُولُوا۟,تعولوا,تعولوا
صَدُقَٰتِهِنَّ,صدقاتهن,صدقاتهن
نِحْلَةً,نحلة,نحلة
طِبْنَ,طبن,طبن
فَكُلُوهُ,فكلوه,فكلوه
هَنِيٓـًٔا,هنيـا,هنيـا
مَّرِيٓـًٔا,مريـا,مريـا
تُؤْتُوا۟,توتوا,توتوا
ٱلسُّفَهَآءَ,السفهاء,السفهاء
أَمْوَٰلَكُمُ,اموالكم,اموالكم
وَٱرْزُقُوهُمْ,وارزقوهم,وارزقوهم
وَٱكْسُوهُمْ,واكسوهم,واكسوهم
وَٱبْتَلُوا۟,وابتلوا,وابتلوا
بَلَغُوا۟,بلغوا,بلغوا
ٱلنِّكَاحَ,النكاح,النكاح
ءَانَسْتُم,ءانستم,ءانستم
رُشْدًا,رشدا,رشدا
فَٱدْفَعُوٓا۟,فادفعوا,فادفعوا
تَأْكُلُوهَآ,تاكلوها,تاكلوها
إِسْرَافًا,اسرافا,اسرافا
وَبِدَارًا,وبدارا,وبدارا
يَكْبَرُوا۟,يكبروا,يكبروا
غَنِيًّا,غنيا,غنيا
فَلْيَسْتَعْفِفْ,فليستعفف,فليستعفف
فَقِيرًا,فقيرا,فقيرا
فَلْيَأْكُلْ,فلياكل,فلياكل
دَفَعْتُمْ,دفعتم,دفعتم
فَأَشْهِدُوا۟,فاشهدوا,فاشهدوا
وَكَفَىٰ,وكفىا,وكفىا
حَسِيبًا,حسيبا,حسيبا
لِّلرِّجَالِ,للرجال,للرجال
ٱلْوَٰلِدَانِ,الوالدان,الوالدان
وَٱلْأَقْرَبُونَ,والاقربون,والاقربون
وَلِلنِّسَآءِ,وللنساء,وللنساء
قَلَّ,قلل,قل
كَثُرَ,كثر,كثر
مَّفْرُوضًا,مفروضا,مفروضا
ٱلْقِسْمَةَ,القسمة,القسمة
وَٱلْمَسَٰكِينُ,والمساكين,والمساكين
فَٱرْزُقُوهُم,فارزقوهم,فارزقوهم
وَلْيَخْشَ,وليخش,وليخش
تَرَكُوا۟,تركوا,تركوا
ضِعَٰفًا,ضعافا,ضعافا
خَافُوا۟,خافوا,خافوا
فَلْيَتَّقُوا۟,فليتقوا,فليتقوا
وَلْيَقُولُوا۟,وليقولوا,وليقولوا
سَدِيدًا,سديدا,سديدا
أَمْوَٰلَ,اموال,اموال
وَسَيَصْلَوْنَ,وسيصلون,وسيصلون
سَعِيرًا,سعيرا,سعيرا
يُوصِيكُمُ,يوصيكم,يوصيكم
أَوْلَٰدِكُمْ,اولادكم,اولادكم
لِلذَّكَرِ,للذكر,للذكر
حَظِّ,حظظ,حظ
ٱلْأُنثَيَيْنِ,الانثيين,الانثيين
نِسَآءً,نساء,نساء
ٱثْنَتَيْنِ,اثنتين,اثنتين
فَلَهُنَّ,فلهن,فلهن
ثُلُثَا,ثلثا,ثلثا
فَلَهَا,فلها,فلها
ٱلنِّصْفُ,النصف,النصف
وَلِأَبَوَيْهِ,ولابويه,ولابويه
لِكُلِّ,لكل,لكل
ٱلسُّدُسُ,السدس,السدس
يَكُن,يكن,يكن
وَوَرِثَهُۥٓ,وورثه,وورثه
أَبَوَاهُ,ابواه,ابواه
فَلِأُمِّهِ,فلامه,فلامه
ٱلثُّلُثُ,الثلث,الثلث
إِخْوَةٌ,اخوة,اخوة
وَصِيَّةٍ,وصية,وصية
يُوصِى,يوصى,يوصى
دَيْنٍ,دين,دين
ءَابَآؤُكُمْ,ءاباوكم,ءاباوكم
وَأَبْنَآؤُكُمْ,وابناوكم,وابناوكم
تَدْرُونَ,تدرون,تدرون
نَفْعًا,نفعا,نفعا
عَلِيمًا,عليما,عليما
حَكِيمًا,حكيما,حكيما
نِصْفُ,نصف,نصف
أَزْوَٰجُكُمْ,ازواجكم,ازواجكم
فَلَكُمُ,فلكم,فلكم
ٱلرُّبُعُ,الربع,الربع
تَرَكْنَ,تركن,تركن
يُوصِينَ,يوصين,يوصين
تَرَكْتُمْ,تركتم,تركتم
ٱلثُّمُنُ,الثمن,الثمن
تَرَكْتُم,تركتم,تركتم
تُوصُونَ,توصون,توصون
رَجُلٌ,رجل,رجل
يُورَثُ,يورث,يورث
كَلَٰلَةً,كلالة,كلالة
ٱمْرَأَةٌ,امراة,امراة
أَخٌ,اخ,اخ
أُخْتٌ,اخت,اخت
فَلِكُلِّ,فلكل,فلكل
شُرَكَآءُ,شركاء,شركاء
ٱلثُّلُثِ,الثلث,الثلث
يُوصَىٰ,يوصىا,يوصىا
مُضَآرٍّ,مضار,مضار
يُطِعِ,يطع,يطع
وَرَسُولَهُۥ,ورسوله,ورسوله
يُدْخِلْهُ,يدخله,يدخله
وَذَٰلِكَ,وذالك,وذالك
ٱلْفَوْزُ,الفوز,الفوز
يَعْصِ,يعص,يعص
وَيَتَعَدَّ,ويتعد,ويتعد
حُدُودَهُۥ,حدوده,حدوده
خَٰلِدًا,خالدا,خالدا
وَٱلَّٰتِى,والاتى,والاتى
يَأْتِينَ,ياتين,ياتين
ٱلْفَٰحِشَةَ,الفاحشة,الفاحشة
نِّسَآئِكُمْ,نسايكم,نسايكم
فَٱسْتَشْهِدُوا۟,فاستشهدوا,فاستشهدوا
شَهِدُوا۟,شهدوا,شهدوا
ٱلْبُيُوتِ,البيوت,البيوت
يَتَوَفَّىٰهُنَّ,يتوفىاهن,يتوفىاهن
وَٱلَّذَانِ,والذان,والذان
يَأْتِيَٰنِهَا,ياتيانها,ياتيانها
فَـَٔاذُوهُمَا,فـاذوهما,فـاذوهما
تَابَا,تابا,تابا
وَأَصْلَحَا,واصلحا,واصلحا
فَأَعْرِضُوا۟,فاعرضوا,فاعرضوا
عَنْهُمَآ,عنهما,عنهما
تَوَّابًا,توابا,توابا
رَّحِيمًا,رحيما,رحيما
ٱلتَّوْبَةُ,التوبة,التوبة
ٱلسُّوٓءَ,السوء,السوء
بِجَهَٰلَةٍ,بجهالة,بجهالة
يَتُوبُونَ,يتوبون,يتوبون
قَرِيبٍ,قريب,قريب
يَتُوبُ,يتوب,يتوب
وَلَيْسَتِ,وليست,وليست
ٱلسَّيِّـَٔاتِ,السيـات,السيـات
أَحَدَهُمُ,احدهم,احدهم
تُبْتُ,تبت,تبت
يَمُوتُونَ,يموتون,يموتون
أَعْتَدْنَا,اعتدنا,اعتدنا
أَلِيمًا,اليما,اليما
تَرِثُوا۟,ترثوا,ترثوا
كَرْهًا,كرها,كرها
لِتَذْهَبُوا۟,لتذهبوا,لتذهبوا
بِفَٰحِشَةٍ,بفاحشة,بفاحشة
مُّبَيِّنَةٍ,مبينة,مبينة
وَعَاشِرُوهُنَّ,وعاشروهن,وعاشروهن
كَرِهْتُمُوهُنَّ,كرهتموهن,كرهتموهن
فَعَسَىٰٓ,فعسىا,فعسىا
وَيَجْعَلَ,ويجعل,ويجعل
أَرَدتُّمُ,اردتم,اردتم
ٱسْتِبْدَالَ,استبدال,استبدال
زَوْجٍ,زوج,زوج
مَّكَانَ,مكان,مكان
وَءَاتَيْتُمْ,وءاتيتم,وءاتيتم
إِحْدَىٰهُنَّ,احدىاهن,احدىاهن
قِنطَارًا,قنطارا,قنطارا
أَتَأْخُذُونَهُۥ,اتاخذونه,اتاخذونه
بُهْتَٰنًا,بهتانا,بهتانا
وَإِثْمًا,واثما,واثما
مُّبِينًا,مبينا,مبينا
تَأْخُذُونَهُۥ,تاخذونه,تاخذونه
أَفْضَىٰ,افضىا,افضىا
وَأَخَذْنَ,واخذن,واخذن
مِّيثَٰقًا,ميثاقا,ميثاقا
غَلِيظًا,غليظا,غليظا
نَكَحَ,نكح,نكح
ءَابَآؤُكُم,ءاباوكم,ءاباوكم
وَمَقْتًا,ومقتا,ومقتا
وَسَآءَ,وساء,وساء
حُرِّمَتْ,حرمت,حرمت
أُمَّهَٰتُكُمْ,امهاتكم,امهاتكم
وَبَنَاتُكُمْ,وبناتكم,وبناتكم
وَأَخَوَٰتُكُمْ,واخواتكم,واخواتكم
وَعَمَّٰتُكُمْ,وعماتكم,وعماتكم
وَخَٰلَٰتُكُمْ,وخالاتكم,وخالاتكم
وَبَنَاتُ,وبنات,وبنات
ٱلْأَخِ,الاخ,الاخ
ٱلْأُخْتِ,الاخت,الاخت
وَأُمَّهَٰتُكُمُ,وامهاتكم,وامهاتكم
ٱلَّٰتِىٓ,الاتى,الاتى
أَرْضَعْنَكُمْ,ارضعنكم,ارضعنكم
وَأَخَوَٰتُكُم,واخواتكم,واخواتكم
ٱلرَّضَٰعَةِ,الرضاعة,الرضاعة
وَأُمَّهَٰتُ,وامهات,وامهات
وَرَبَٰٓئِبُكُمُ,وربايبكم,وربايبكم
ٱلَّٰتِى,الاتى,الاتى
حُجُورِكُم,حجوركم,حجوركم
نِّسَآئِكُمُ,نسايكم,نسايكم
دَخَلْتُم,دخلتم,دخلتم
بِهِنَّ,بهن,بهن
وَحَلَٰٓئِلُ,وحلايل,وحلايل
أَبْنَآئِكُمُ,ابنايكم,ابنايكم
أَصْلَٰبِكُمْ,اصلابكم,اصلابكم
تَجْمَعُوا۟,تجمعوا,تجمعوا
ٱلْأُخْتَيْنِ,الاختين,الاختين
غَفُورًا,غفورا,غفورا
وَٱلْمُحْصَنَٰتُ,والمحصنات,والمحصنات
وَأُحِلَّ,واحل,واحل
بِأَمْوَٰلِكُم,باموالكم,باموالكم
مُّحْصِنِينَ,محصنين,محصنين
مُسَٰفِحِينَ,مسافحين,مسافحين
ٱسْتَمْتَعْتُم,استمتعتم,استمتعتم
مِنْهُنَّ,منهن,منهن
فَـَٔاتُوهُنَّ,فـاتوهن,فـاتوهن
أُجُورَهُنَّ,اجورهن,اجورهن
تَرَٰضَيْتُم,تراضيتم,تراضيتم
ٱلْفَرِيضَةِ,الفريضة,الفريضة
يَسْتَطِعْ,يستطع,يستطع
طَوْلًا,طولا,طولا
يَنكِحَ,ينكح,ينكح
ٱلْمُحْصَنَٰتِ,المحصنات,المحصنات
ٱلْمُؤْمِنَٰتِ,المومنات,المومنات
فَمِن,فمن,فمن
أَيْمَٰنُكُم,ايمانكم,ايمانكم
فَتَيَٰتِكُمُ,فتياتكم,فتياتكم
بِإِيمَٰنِكُم,بايمانكم,بايمانكم
فَٱنكِحُوهُنَّ,فانكحوهن,فانكحوهن
أَهْلِهِنَّ,اهلهن,اهلهن
وَءَاتُوهُنَّ,وءاتوهن,وءاتوهن
مُحْصَنَٰتٍ,محصنات,محصنات
مُسَٰفِحَٰتٍ,مسافحات,مسافحات
مُتَّخِذَٰتِ,متخذات,متخذات
أَخْدَانٍ,اخدان,اخدان
أُحْصِنَّ,احصن,احصن
أَتَيْنَ,اتين,اتين
فَعَلَيْهِنَّ,فعليهن,فعليهن
خَشِىَ,خشى,خشى
ٱلْعَنَتَ,العنت,العنت
لِيُبَيِّنَ,ليبين,ليبين
وَيَهْدِيَكُمْ,ويهديكم,ويهديكم
سُنَنَ,سنن,سنن
وَيَتُوبَ,ويتوب,ويتوب
وَيُرِيدُ,ويريد,ويريد
يَتَّبِعُونَ,يتبعون,يتبعون
تَمِيلُوا۟,تميلوا,تميلوا
مَيْلًا,ميلا,ميلا
عَظِيمًا,عظيما,عظيما
يُخَفِّفَ,يخفف,يخفف
وَخُلِقَ,وخلق,وخلق
ٱلْإِنسَٰنُ,الانسان,الانسان
تَقْتُلُوٓا۟,تقتلوا,تقتلوا
رَحِيمًا,رحيما,رحيما
عُدْوَٰنًا,عدوانا,عدوانا
وَظُلْمًا,وظلما,وظلما
فَسَوْفَ,فسوف,فسوف
نُصْلِيهِ,نصليه,نصليه
يَسِيرًا,يسيرا,يسيرا
تَجْتَنِبُوا۟,تجتنبوا,تجتنبوا
كَبَآئِرَ,كباير,كباير
تُنْهَوْنَ,تنهون,تنهون
عَنْهُ,عنه,عنه
نُكَفِّرْ,نكفر,نكفر
وَنُدْخِلْكُم,وندخلكم,وندخلكم
مُّدْخَلًا,مدخلا,مدخلا
كَرِيمًا,كريما,كريما
تَتَمَنَّوْا۟,تتمنوا,تتمنوا
فَضَّلَ,فضل,فضل
بَعْضَكُمْ,بعضكم,بعضكم
ٱكْتَسَبُوا۟,اكتسبوا,اكتسبوا
ٱكْتَسَبْنَ,اكتسبن,اكتسبن
وَسْـَٔلُوا۟,وسـلوا,وسـلوا
فَضْلِهِۦٓ,فضله,فضله
مَوَٰلِىَ,موالى,موالى
عَقَدَتْ,عقدت,عقدت
فَـَٔاتُوهُمْ,فـاتوهم,فـاتوهم
نَصِيبَهُمْ,نصيبهم,نصيبهم
ٱلرِّجَالُ,الرجال,الرجال
قَوَّٰمُونَ,قوامون,قوامون
وَبِمَآ,وبما,وبما
أَمْوَٰلِهِمْ,اموالهم,اموالهم
فَٱلصَّٰلِحَٰتُ,فالصالحات,فالصالحات
قَٰنِتَٰتٌ,قانتات,قانتات
حَٰفِظَٰتٌ,حافظات,حافظات
لِّلْغَيْبِ,للغيب,للغيب
حَفِظَ,حفظ,حفظ
تَخَافُونَ,تخافون,تخافون
نُشُوزَهُنَّ,نشوزهن,نشوزهن
فَعِظُوهُنَّ,فعظوهن,فعظوهن
وَٱهْجُرُوهُنَّ,واهجروهن,واهجروهن
ٱلْمَضَاجِعِ,المضاجع,المضاجع
وَٱضْرِبُوهُنَّ,واضربوهن,واضربوهن
أَطَعْنَكُمْ,اطعنكم,اطعنكم
تَبْغُوا۟,تبغوا,تبغوا
عَلِيًّا,عليا,عليا
شِقَاقَ,شقاق,شقاق
بَيْنِهِمَا,بينهما,بينهما
فَٱبْعَثُوا۟,فابعثوا,فابعثوا
حَكَمًا,حكما,حكما
وَحَكَمًا,وحكما,وحكما
أَهْلِهَآ,اهلها,اهلها
يُرِيدَآ,يريدا,يريدا
يُوَفِّقِ,يوفق,يوفق
بَيْنَهُمَآ,بينهما,بينهما
خَبِيرًا,خبيرا,خبيرا
وَٱعْبُدُوا۟,واعبدوا,واعبدوا
تُشْرِكُوا۟,تشركوا,تشركوا
إِحْسَٰنًا,احسانا,احسانا
وَبِذِى,وبذى,وبذى
وَٱلْجَارِ,والجار,والجار
ذِى,ذى,ذى
ٱلْجُنُبِ,الجنب,الجنب
وَٱلصَّاحِبِ,والصاحب,والصاحب
بِٱلْجَنۢبِ,بالجنب,بالجنب
مُخْتَالًا,مختالا,مختالا
فَخُورًا,فخورا,فخورا
بِٱلْبُخْلِ,بالبخل,بالبخل
وَيَكْتُمُونَ,ويكتمون,ويكتمون
وَأَعْتَدْنَا,واعتدنا,واعتدنا
مُّهِينًا,مهينا,مهينا
بِٱلْيَوْمِ,باليوم,باليوم
يَكُنِ,يكن,يكن
قَرِينًا,قرينا,قرينا
فَسَآءَ,فساء,فساء
وَمَاذَا,وماذا,وماذا
وَأَنفَقُوا۟,وانفقوا,وانفقوا
رَزَقَهُمُ,رزقهم,رزقهم
يَظْلِمُ,يظلم,يظلم
مِثْقَالَ,مثقال,مثقال
ذَرَّةٍ,ذرة,ذرة
تَكُ,تك,تك
يُضَٰعِفْهَا,يضاعفها,يضاعفها
وَيُؤْتِ,ويوت,ويوت
لَّدُنْهُ,لدنه,لدنه
أَجْرًا,اجرا,اجرا
جِئْنَا,جينا,جينا
أُمَّةٍۭ,امة,امة
بِشَهِيدٍ,بشهيد,بشهيد
وَجِئْنَا,وجينا,وجينا
وَعَصَوُا۟,وعصوا,وعصوا
تُسَوَّىٰ,تسوىا,تسوىا
حَدِيثًا,حديثا,حديثا
تَقْرَبُوا۟,تقربوا,تقربوا
سُكَٰرَىٰ,سكارىا,سكارىا
تَعْلَمُوا۟,تعلموا,تعلموا
جُنُبًا,جنبا,جنبا
عَابِرِى,عابرى,عابرى
سَبِيلٍ,سبيل,سبيل
تَغْتَسِلُوا۟,تغتسلوا,تغتسلوا
مَّرْضَىٰٓ,مرضىا,مرضىا
جَآءَ,جاء,جاء
ٱلْغَآئِطِ,الغايط,الغايط
لَٰمَسْتُمُ,لامستم,لامستم
فَلَمْ,فلم,فلم
فَتَيَمَّمُوا۟,فتيمموا,فتيمموا
صَعِيدًا,صعيدا,صعيدا
فَٱمْسَحُوا۟,فامسحوا,فامسحوا
بِوُجُوهِكُمْ,بوجوهكم,بوجوهكم
وَأَيْدِيكُمْ,وايديكم,وايديكم
عَفُوًّا,عفوا,عفوا
وَيُرِيدُونَ,ويريدون,ويريدون
تَضِلُّوا۟,تضلوا,تضلوا
ٱلسَّبِيلَ,السبيل,السبيل
بِأَعْدَآئِكُمْ,باعدايكم,باعدايكم
وَلِيًّا,وليا,وليا
نَصِيرًا,نصيرا,نصيرا
يُحَرِّفُونَ,يحرفون,يحرفون
ٱلْكَلِمَ,الكلم,الكلم
مَّوَاضِعِهِۦ,مواضعه,مواضعه
وَٱسْمَعْ,واسمع,واسمع
مُسْمَعٍ,مسمع,مسمع
وَرَٰعِنَا,وراعنا,وراعنا
لَيًّۢا,ليا,ليا
بِأَلْسِنَتِهِمْ,بالسنتهم,بالسنتهم
وَطَعْنًا,وطعنا,وطعنا
وَٱنظُرْنَا,وانظرنا,وانظرنا
وَأَقْوَمَ,واقوم,واقوم
نَّطْمِسَ,نطمس,نطمس
وُجُوهًا,وجوها,وجوها
فَنَرُدَّهَا,فنردها,فنردها
أَدْبَارِهَآ,ادبارها,ادبارها
نَلْعَنَهُمْ,نلعنهم,نلعنهم
لَعَنَّآ,لعنا,لعنا
أَصْحَٰبَ,اصحاب,اصحاب
أَمْرُ,امر,امر
مَفْعُولًا,مفعولا,مفعولا
يُشْرَكَ,يشرك,يشرك
وَيَغْفِرُ,ويغفر,ويغفر
دُونَ,دون,دون
يُشْرِكْ,يشرك,يشرك
ٱفْتَرَىٰٓ,افترىا,افترىا
يُزَكُّونَ,يزكون,يزكون
أَنفُسَهُم,انفسهم,انفسهم
يُزَكِّى,يزكى,يزكى
فَتِيلًا,فتيلا,فتيلا
ٱنظُرْ,انظر,انظر
بِٱلْجِبْتِ,بالجبت,بالجبت
وَٱلطَّٰغُوتِ,والطاغوت,والطاغوت
أَهْدَىٰ,اهدىا,اهدىا
لَعَنَهُمُ,لعنهم,لعنهم
يَلْعَنِ,يلعن,يلعن
تَجِدَ,تجد,تجد
فَإِذًا,فاذا,فاذا
يُؤْتُونَ,يوتون,يوتون
نَقِيرًا,نقيرا,نقيرا
يَحْسُدُونَ,يحسدون,يحسدون
ءَاتَيْنَآ,ءاتينا,ءاتينا
وَءَاتَيْنَٰهُم,وءاتيناهم,وءاتيناهم
مُّلْكًا,ملكا,ملكا
صَدَّ,صدد,صد
بِجَهَنَّمَ,بجهنم,بجهنم
سَوْفَ,سوف,سوف
نُصْلِيهِمْ,نصليهم,نصليهم
نَضِجَتْ,نضجت,نضجت
جُلُودُهُم,جلودهم,جلودهم
بَدَّلْنَٰهُمْ,بدلناهم,بدلناهم
جُلُودًا,جلودا,جلودا
غَيْرَهَا,غيرها,غيرها
لِيَذُوقُوا۟,ليذوقوا,ليذوقوا
عَزِيزًا,عزيزا,عزيزا
سَنُدْخِلُهُمْ,سندخلهم,سندخلهم
أَبَدًا,ابدا,ابدا
وَنُدْخِلُهُمْ,وندخلهم,وندخلهم
ظِلًّا,ظلا,ظلا
ظَلِيلًا,ظليلا,ظليلا
تُؤَدُّوا۟,تودوا,تودوا
ٱلْأَمَٰنَٰتِ,الامانات,الامانات
أَهْلِهَا,اهلها,اهلها
حَكَمْتُم,حكمتم,حكمتم
تَحْكُمُوا۟,تحكموا,تحكموا
نِعِمَّا,نعما,نعما
سَمِيعًۢا,سميعا,سميعا
بَصِيرًا,بصيرا,بصيرا
وَأُو۟لِى,واولى,واولى
تَنَٰزَعْتُمْ,تنازعتم,تنازعتم
فَرُدُّوهُ,فردوه,فردوه
تُؤْمِنُونَ,تومنون,تومنون
وَأَحْسَنُ,واحسن,واحسن
تَأْوِيلًا,تاويلا,تاويلا
يَزْعُمُونَ,يزعمون,يزعمون
يُرِيدُونَ,يريدون,يريدون
يَتَحَاكَمُوٓا۟,يتحاكموا,يتحاكموا
ٱلطَّٰغُوتِ,الطاغوت,الطاغوت
أُمِرُوٓا۟,امروا,امروا
يُضِلَّهُمْ,يضلهم,يضلهم
ضَلَٰلًۢا,ضلالا,ضلالا
ٱلرَّسُولِ,الرسول,الرسول
رَأَيْتَ,رايت,رايت
ٱلْمُنَٰفِقِينَ,المنافقين,المنافقين
يَصُدُّونَ,يصدون,يصدون
صُدُودًا,صدودا,صدودا
مُّصِيبَةٌۢ,مصيبة,مصيبة
جَآءُوكَ,جاءوك,جاءوك
يَحْلِفُونَ,يحلفون,يحلفون
أَرَدْنَآ,اردنا,اردنا
وَتَوْفِيقًا,وتوفيقا,وتوفيقا
فَأَعْرِضْ,فاعرض,فاعرض
وَعِظْهُمْ,وعظهم,وعظهم
قَوْلًۢا,قولا,قولا
بَلِيغًا,بليغا,بليغا
رَّسُولٍ,رسول,رسول
لِيُطَاعَ,ليطاع,ليطاع
إِذ,اذ,اذ
ظَّلَمُوٓا۟,ظلموا,ظلموا
وَٱسْتَغْفَرَ,واستغفر,واستغفر
لَوَجَدُوا۟,لوجدوا,لوجدوا
وَرَبِّكَ,وربك,وربك
يُحَكِّمُوكَ,يحكموك,يحكموك
شَجَرَ,شجر,شجر
يَجِدُوا۟,يجدوا,يجدوا
حَرَجًا,حرجا,حرجا
قَضَيْتَ,قضيت,قضيت
وَيُسَلِّمُوا۟,ويسلموا,ويسلموا
تَسْلِيمًا,تسليما,تسليما
أَنَّا,انا,انا
كَتَبْنَا,كتبنا,كتبنا
أَنِ,ان,ان
ٱقْتُلُوٓا۟,اقتلوا,اقتلوا
ٱخْرُجُوا۟,اخرجوا,اخرجوا
دِيَٰرِكُم,دياركم,دياركم
فَعَلُوهُ,فعلوه,فعلوه
يُوعَظُونَ,يوعظون,يوعظون
وَأَشَدَّ,واشد,واشد
تَثْبِيتًا,تثبيتا,تثبيتا
وَإِذًا,واذا,واذا
لَّءَاتَيْنَٰهُم,لءاتيناهم,لءاتيناهم
لَّدُنَّآ,لدنا,لدنا
وَلَهَدَيْنَٰهُمْ,ولهديناهم,ولهديناهم
صِرَٰطًا,صراطا,صراطا
مُّسْتَقِيمًا,مستقيما,مستقيما
أَنْعَمَ,انعم,انعم
وَٱلصِّدِّيقِينَ,والصديقين,والصديقين
وَٱلشُّهَدَآءِ,والشهداء,والشهداء
وَٱلصَّٰلِحِينَ,والصالحين,والصالحين
وَحَسُنَ,وحسن,وحسن
رَفِيقًا,رفيقا,رفيقا
ٱلْفَضْلُ,الفضل,الفضل
حِذْرَكُمْ,حذركم,حذركم
فَٱنفِرُوا۟,فانفروا,فانفروا
ثُبَاتٍ,ثبات,ثبات
ٱنفِرُوا۟,انفروا,انفروا
لَّيُبَطِّئَنَّ,ليبطين,ليبطين
عَلَىَّ,على,على
أَكُن,اكن,اكن
مَّعَهُمْ,معهم,معهم
فَضْلٌ,فضل,فضل
لَيَقُولَنَّ,ليقولن,ليقولن
كَأَن,كان,كان
تَكُنۢ,تكن,تكن
وَبَيْنَهُۥ,وبينه,وبينه
مَوَدَّةٌ,مودة,مودة
يَٰلَيْتَنِى,ياليتنى,ياليتنى
كُنتُ,كنت,كنت
فَأَفُوزَ,فافوز,فافوز
فَوْزًا,فوزا,فوزا
فَلْيُقَٰتِلْ,فليقاتل,فليقاتل
يَشْرُونَ,يشرون,يشرون
يُقَٰتِلْ,يقاتل,يقاتل
فَيُقْتَلْ,فيقتل,فيقتل
يَغْلِبْ,يغلب,يغلب
نُؤْتِيهِ,نوتيه,نوتيه
تُقَٰتِلُونَ,تقاتلون,تقاتلون
وَٱلْمُسْتَضْعَفِينَ,والمستضعفين,والمستضعفين
ٱلرِّجَالِ,الرجال,الرجال
وَٱلنِّسَآءِ,والنساء,والنساء
وَٱلْوِلْدَٰنِ,والولدان,والولدان
أَخْرِجْنَا,اخرجنا,اخرجنا
ٱلْقَرْيَةِ,القرية,القرية
ٱلظَّالِمِ,الظالم,الظالم
أَهْلُهَا,اهلها,اهلها
