word,root
وَٱلصَّٰبِـِٔينَ,والصابـين,والصابـين
مَنْ,من,من
وَٱلْيَوْمِ,واليوم,واليوم
وَعَمِلَ,وعمل,وعمل
صَٰلِحًا,صالحا,صالحا
فَلَهُمْ,فلهم,فلهم
أَجْرُهُمْ,اجرهم,اجرهم
أَخَذْنَا,اخذنا,اخذنا
مِيثَٰقَكُمْ,ميثاقكم,ميثاقكم
وَرَفَعْنَا,ورفعنا,ورفعنا
فَوْقَكُمُ,فوقكم,فوقكم
ٱلطُّورَ,الطور,الطور
خُذُوا۟,خذوا,خذوا
ءَاتَيْنَٰكُم,ءاتيناكم,ءاتيناكم
بِقُوَّةٍ,بقوة,بقوة
وَٱذْكُرُوا۟,واذكروا,واذكروا
تَوَلَّيْتُم,توليتم,توليتم
فَلَوْلَا,فلولا,فلولا
فَضْلُ,فضل,فضل
وَرَحْمَتُهُۥ,ورحمته,ورحمته
لَكُنتُم,لكنتم,لكنتم
ٱلْخَٰسِرِينَ,الخاسرين,الخاسرين
وَلَقَدْ,ولقد,ولقد
عَلِمْتُمُ,علمتم,علمتم
ٱعْتَدَوْا۟,اعتدوا,اعتدوا
مِنكُمْ,منكم,منكم
ٱلسَّبْتِ,السبت,السبت
كُونُوا۟,كونوا,كونوا
قِرَدَةً,قردة,قردة
خَٰسِـِٔينَ,خاسـين,خاسـين
فَجَعَلْنَٰهَا,فجعلناها,فجعلناها
نَكَٰلًا,نكالا,نكالا
بَيْنَ,بين,بين
يَدَيْهَا,يديها,يديها
خَلْفَهَا,خلفها,خلفها
وَمَوْعِظَةً,وموعظة,وموعظة
لِقَوْمِهِۦٓ,لقومه,لقومه
يَأْمُرُكُمْ,يامركم,يامركم
تَذْبَحُوا۟,تذبحوا,تذبحوا
بَقَرَةً,بقرة,بقرة
أَتَتَّخِذُنَا,اتتخذنا,اتتخذنا
هُزُوًا,هزوا,هزوا
أَعُوذُ,اعوذ,اعوذ
أَنْ,ان,ان
أَكُونَ,اكون,اكون
ٱلْجَٰهِلِينَ,الجاهلين,الجاهلين
ٱدْعُ,ادع,ادع
يُبَيِّن,يبين,يبين
لَّنَا,لنا,لنا
هِىَ,هى,هى
إِنَّهَا,انها,انها
بَقَرَةٌ,بقرة,بقرة
فَارِضٌ,فارض,فارض
بِكْرٌ,بكر,بكر
عَوَانٌۢ,عوان,عوان
فَٱفْعَلُوا۟,فافعلوا,فافعلوا
تُؤْمَرُونَ,تومرون,تومرون
لَوْنُهَا,لونها,لونها
صَفْرَآءُ,صفراء,صفراء
فَاقِعٌ,فاقع,فاقع
لَّوْنُهَا,لونها,لونها
تَسُرُّ,تسر,تسر
ٱلنَّٰظِرِينَ,الناظرين,الناظرين
ٱلْبَقَرَ,البقر,البقر
تَشَٰبَهَ,تشابه,تشابه
عَلَيْنَا,علينا,علينا
وَإِنَّآ,وانا,وانا
لَمُهْتَدُونَ,لمهتدون,لمهتدون
ذَلُولٌ,ذلول,ذلول
تُثِيرُ,تثير,تثير
تَسْقِى,تسقى,تسقى
ٱلْحَرْثَ,الحرث,الحرث
مُسَلَّمَةٌ,مسلمة,مسلمة
شِيَةَ,شية,شية
ٱلْـَٰٔنَ,الـان,الـان
جِئْتَ,جيت,جيت
بِٱلْحَقِّ,بالحق,بالحق
فَذَبَحُوهَا,فذبحوها,فذبحوها
كَادُوا۟,كادوا,كادوا
يَفْعَلُونَ,يفعلون,يفعلون
قَتَلْتُمْ,قتلتم,قتلتم
نَفْسًا,نفسا,نفسا
فَٱدَّٰرَْٰٔتُمْ,فاداراتم,فاداراتم
مُخْرِجٌ,مخرج,مخرج
ٱضْرِبُوهُ,اضربوه,اضربوه
بِبَعْضِهَا,ببعضها,ببعضها
كَذَٰلِكَ,كذالك,كذالك
يُحْىِ,يحى,يحى
ٱلْمَوْتَىٰ,الموتىا,الموتىا
وَيُرِيكُمْ,ويريكم,ويريكم
ءَايَٰتِهِۦ,ءاياته,ءاياته
قَسَتْ,قست,قست
قُلُوبُكُم,قلوبكم,قلوبكم
فَهِىَ,فهى,فهى
كَٱلْحِجَارَةِ,كالحجارة,كالحجارة
أَشَدُّ,اشد,اشد
قَسْوَةً,قسوة,قسوة
وَإِنَّ,وان,وان
ٱلْحِجَارَةِ,الحجارة,الحجارة
لَمَا,لما,لما
يَتَفَجَّرُ,يتفجر,يتفجر
يَشَّقَّقُ,يشقق,يشقق
فَيَخْرُجُ,فيخرج,فيخرج
ٱلْمَآءُ,الماء,الماء
يَهْبِطُ,يهبط,يهبط
مِنْ,من,من
خَشْيَةِ,خشية,خشية
بِغَٰفِلٍ,بغافل,بغافل
عَمَّا,عما,عما
تَعْمَلُونَ,تعملون,تعملون
أَفَتَطْمَعُونَ,افتطمعون,افتطمعون
يُؤْمِنُوا۟,يومنوا,يومنوا
وَقَدْ,وقد,وقد
كَانَ,كان,كان
فَرِيقٌ,فريق,فريق
مِّنْهُمْ,منهم,منهم
يَسْمَعُونَ,يسمعون,يسمعون
كَلَٰمَ,كلام,كلام
يُحَرِّفُونَهُۥ,يحرفونه,يحرفونه
عَقَلُوهُ,عقلوه,عقلوه
خَلَا,خلا,خلا
بَعْضُهُمْ,بعضهم,بعضهم
بَعْضٍ,بعض,بعض
أَتُحَدِّثُونَهُم,اتحدثونهم,اتحدثونهم
فَتَحَ,فتح,فتح
لِيُحَآجُّوكُم,ليحاجوكم,ليحاجوكم
رَبِّكُمْ,ربكم,ربكم
أَوَلَا,اولا,اولا
يَعْلَمُ,يعلم,يعلم
يُسِرُّونَ,يسرون,يسرون
يُعْلِنُونَ,يعلنون,يعلنون
وَمِنْهُمْ,ومنهم,ومنهم
أُمِّيُّونَ,اميون,اميون
أَمَانِىَّ,امانى,امانى
وَإِنْ,وان,وان
فَوَيْلٌ,فويل,فويل
لِّلَّذِينَ,للذين,للذين
يَكْتُبُونَ,يكتبون,يكتبون
بِأَيْدِيهِمْ,بايديهم,بايديهم
يَقُولُونَ,يقولون,يقولون
عِندِ,عند,عند
لِيَشْتَرُوا۟,ليشتروا,ليشتروا
لَّهُم,لهم,لهم
كَتَبَتْ,كتبت,كتبت
أَيْدِيهِمْ,ايديهم,ايديهم
وَوَيْلٌ,وويل,وويل
يَكْسِبُونَ,يكسبون,يكسبون
وَقَالُوا۟,وقالوا,وقالوا
تَمَسَّنَا,تمسنا,تمسنا
ٱلنَّارُ,النار,النار
أَيَّامًا,اياما,اياما
مَّعْدُودَةً,معدودة,معدودة
قُلْ,قلل,قل
أَتَّخَذْتُمْ,اتخذتم,اتخذتم
عَهْدًا,عهدا,عهدا
فَلَن,فلن,فلن
يُخْلِفَ,يخلف,يخلف
عَهْدَهُۥٓ,عهده,عهده
تَقُولُونَ,تقولون,تقولون
بَلَىٰ,بلىا,بلىا
كَسَبَ,كسب,كسب
سَيِّئَةً,سيية,سيية
وَأَحَٰطَتْ,واحاطت,واحاطت
خَطِيٓـَٔتُهُۥ,خطيـته,خطيـته
فَأُو۟لَٰٓئِكَ,فاولايك,فاولايك
ٱلْجَنَّةِ,الجنة,الجنة
مِيثَٰقَ,ميثاق,ميثاق
بَنِىٓ,بنى,بنى
تَعْبُدُونَ,تعبدون,تعبدون
وَبِٱلْوَٰلِدَيْنِ,وبالوالدين,وبالوالدين
إِحْسَانًا,احسانا,احسانا
وَذِى,وذى,وذى
ٱلْقُرْبَىٰ,القربىا,القربىا
وَٱلْيَتَٰمَىٰ,واليتامىا,واليتامىا
وَٱلْمَسَٰكِينِ,والمساكين,والمساكين
لِلنَّاسِ,للناس,للناس
حُسْنًا,حسنا,حسنا
تَوَلَّيْتُمْ,توليتم,توليتم
مِّنكُمْ,منكم,منكم
وَأَنتُم,وانتم,وانتم
مُّعْرِضُونَ,معرضون,معرضون
تَسْفِكُونَ,تسفكون,تسفكون
دِمَآءَكُمْ,دماءكم,دماءكم
تُخْرِجُونَ,تخرجون,تخرجون
دِيَٰرِكُمْ,دياركم,دياركم
أَقْرَرْتُمْ,اقررتم,اقررتم
تَشْهَدُونَ,تشهدون,تشهدون
أَنتُمْ,انتم,انتم
تَقْتُلُونَ,تقتلون,تقتلون
وَتُخْرِجُونَ,وتخرجون,وتخرجون
فَرِيقًا,فريقا,فريقا
مِّنكُم,منكم,منكم
دِيَٰرِهِمْ,ديارهم,ديارهم
تَظَٰهَرُونَ,تظاهرون,تظاهرون
عَلَيْهِم,عليهم,عليهم
بِٱلْإِثْمِ,بالاثم,بالاثم
وَٱلْعُدْوَٰنِ,والعدوان,والعدوان
يَأْتُوكُمْ,ياتوكم,ياتوكم
أُسَٰرَىٰ,اسارىا,اسارىا
تُفَٰدُوهُمْ,تفادوهم,تفادوهم
مُحَرَّمٌ,محرم,محرم
إِخْرَاجُهُمْ,اخراجهم,اخراجهم
أَفَتُؤْمِنُونَ,افتومنون,افتومنون
بِبَعْضِ,ببعض,ببعض
ٱلْكِتَٰبِ,الكتاب,الكتاب
وَتَكْفُرُونَ,وتكفرون,وتكفرون
بِبَعْضٍ,ببعض,ببعض
جَزَآءُ,جزاء,جزاء
يَفْعَلُ,يفعل,يفعل
خِزْىٌ,خزى,خزى
ٱلْحَيَوٰةِ,الحيواة,الحيواة
ٱلدُّنْيَا,الدنيا,الدنيا
وَيَوْمَ,ويوم,ويوم
ٱلْقِيَٰمَةِ,القيامة,القيامة
يُرَدُّونَ,يردون,يردون
إِلَىٰٓ,الىا,الىا
أَشَدِّ,اشد,اشد
ٱلْحَيَوٰةَ,الحيواة,الحيواة
بِٱلْءَاخِرَةِ,بالءاخرة,بالءاخرة
يُخَفَّفُ,يخفف,يخفف
عَنْهُمُ,عنهم,عنهم
ٱلْعَذَابُ,العذاب,العذاب
وَقَفَّيْنَا,وقفينا,وقفينا
بِٱلرُّسُلِ,بالرسل,بالرسل
وَءَاتَيْنَا,وءاتينا,وءاتينا
عِيسَى,عيسى,عيسى
ٱبْنَ,ابن,ابن
مَرْيَمَ,مريم,مريم
ٱلْبَيِّنَٰتِ,البينات,البينات
وَأَيَّدْنَٰهُ,وايدناه,وايدناه
بِرُوحِ,بروح,بروح
ٱلْقُدُسِ,القدس,القدس
أَفَكُلَّمَا,افكلما,افكلما
جَآءَكُمْ,جاءكم,جاءكم
رَسُولٌۢ,رسول,رسول
تَهْوَىٰٓ,تهوىا,تهوىا
أَنفُسُكُمُ,انفسكم,انفسكم
ٱسْتَكْبَرْتُمْ,استكبرتم,استكبرتم
فَفَرِيقًا,ففريقا,ففريقا
كَذَّبْتُمْ,كذبتم,كذبتم
وَفَرِيقًا,وفريقا,وفريقا
قُلُوبُنَا,قلوبنا,قلوبنا
غُلْفٌۢ,غلف,غلف
بَل,بل,بل
لَّعَنَهُمُ,لعنهم,لعنهم
بِكُفْرِهِمْ,بكفرهم,بكفرهم
فَقَلِيلًا,فقليلا,فقليلا
وَلَمَّا,ولما,ولما
جَآءَهُمْ,جاءهم,جاءهم
كِتَٰبٌ,كتاب,كتاب
مُصَدِّقٌ,مصدق,مصدق
مَعَهُمْ,معهم,معهم
وَكَانُوا۟,وكانوا,وكانوا
يَسْتَفْتِحُونَ,يستفتحون,يستفتحون
فَلَمَّا,فلما,فلما
جَآءَهُم,جاءهم,جاءهم
عَرَفُوا۟,عرفوا,عرفوا
فَلَعْنَةُ,فلعنة,فلعنة
بِئْسَمَا,بيسما,بيسما
ٱشْتَرَوْا۟,اشتروا,اشتروا
يَكْفُرُوا۟,يكفروا,يكفروا
أَنزَلَ,انزل,انزل
بَغْيًا,بغيا,بغيا
يُنَزِّلَ,ينزل,ينزل
فَضْلِهِۦ,فضله,فضله
يَشَآءُ,يشاء,يشاء
عِبَادِهِۦ,عباده,عباده
فَبَآءُو,فباءو,فباءو
غَضَبٍ,غضب,غضب
وَلِلْكَٰفِرِينَ,وللكافرين,وللكافرين
مُّهِينٌ,مهين,مهين
نُؤْمِنُ,نومن,نومن
وَيَكْفُرُونَ,ويكفرون,ويكفرون
وَرَآءَهُۥ,وراءه,وراءه
فَلِمَ,فلم,فلم
أَنۢبِيَآءَ,انبياء,انبياء
كُنتُم,كنتم,كنتم
مُّؤْمِنِينَ,مومنين,مومنين
جَآءَكُم,جاءكم,جاءكم
مُّوسَىٰ,موسىا,موسىا
بِٱلْبَيِّنَٰتِ,بالبينات,بالبينات
وَٱسْمَعُوا۟,واسمعوا,واسمعوا
سَمِعْنَا,سمعنا,سمعنا
وَعَصَيْنَا,وعصينا,وعصينا
وَأُشْرِبُوا۟,واشربوا,واشربوا
قُلُوبِهِمُ,قلوبهم,قلوبهم
يَأْمُرُكُم,يامركم,يامركم
إِيمَٰنُكُمْ,ايمانكم,ايمانكم
كَانَتْ,كانت,كانت
ٱلدَّارُ,الدار,الدار
ٱلْءَاخِرَةُ,الءاخرة,الءاخرة
خَالِصَةً,خالصة,خالصة
فَتَمَنَّوُا۟,فتمنوا,فتمنوا
ٱلْمَوْتَ,الموت,الموت
يَتَمَنَّوْهُ,يتمنوه,يتمنوه
أَبَدًۢا,ابدا,ابدا
قَدَّمَتْ,قدمت,قدمت
عَلِيمٌۢ,عليم,عليم
بِٱلظَّٰلِمِينَ,بالظالمين,بالظالمين
وَلَتَجِدَنَّهُمْ,ولتجدنهم,ولتجدنهم
أَحْرَصَ,احرص,احرص
حَيَوٰةٍ,حيواة,حيواة
أَشْرَكُوا۟,اشركوا,اشركوا
يَوَدُّ,يود,يود
أَحَدُهُمْ,احدهم,احدهم
لَوْ,لو,لو
يُعَمَّرُ,يعمر,يعمر
أَلْفَ,الف,الف
سَنَةٍ,سنة,سنة
بِمُزَحْزِحِهِۦ,بمزحزحه,بمزحزحه
يُعَمَّرَ,يعمر,يعمر
بَصِيرٌۢ,بصير,بصير
يَعْمَلُونَ,يعملون,يعملون
عَدُوًّا,عدوا,عدوا
لِّجِبْرِيلَ,لجبريل,لجبريل
فَإِنَّهُۥ,فانه,فانه
نَزَّلَهُۥ,نزله,نزله
قَلْبِكَ,قلبك,قلبك
بِإِذْنِ,باذن,باذن
يَدَيْهِ,يديه,يديه
وَهُدًى,وهدى,وهدى
وَبُشْرَىٰ,وبشرىا,وبشرىا
لِلْمُؤْمِنِينَ,للمومنين,للمومنين
لِّلَّهِ,لله,لله
وَمَلَٰٓئِكَتِهِۦ,وملايكته,وملايكته
وَرُسُلِهِۦ,ورسله,ورسله
وَجِبْرِيلَ,وجبريل,وجبريل
وَمِيكَىٰلَ,وميكىال,وميكىال
لِّلْكَٰفِرِينَ,للكافرين,للكافرين
أَنزَلْنَآ,انزلنا,انزلنا
ءَايَٰتٍۭ,ءايات,ءايات
بَيِّنَٰتٍ,بينات,بينات
يَكْفُرُ,يكفر,يكفر
بِهَآ,بها,بها
ٱلْفَٰسِقُونَ,الفاسقون,الفاسقون
أَوَكُلَّمَا,اوكلما,اوكلما
عَٰهَدُوا۟,عاهدوا,عاهدوا
نَّبَذَهُۥ,نبذه,نبذه
مِّنْهُم,منهم,منهم
بَلْ,بل,بل
أَكْثَرُهُمْ,اكثرهم,اكثرهم
رَسُولٌ,رسول,رسول
نَبَذَ,نبذ,نبذ
أُوتُوا۟,اوتوا,اوتوا
كِتَٰبَ,كتاب,كتاب
وَرَآءَ,وراء,وراء
ظُهُورِهِمْ,ظهورهم,ظهورهم
كَأَنَّهُمْ,كانهم,كانهم
وَٱتَّبَعُوا۟,واتبعوا,واتبعوا
تَتْلُوا۟,تتلوا,تتلوا
ٱلشَّيَٰطِينُ,الشياطين,الشياطين
مُلْكِ,ملك,ملك
سُلَيْمَٰنَ,سليمان,سليمان
كَفَرَ,كفر,كفر
سُلَيْمَٰنُ,سليمان,سليمان
وَلَٰكِنَّ,ولاكن,ولاكن
ٱلشَّيَٰطِينَ,الشياطين,الشياطين
يُعَلِّمُونَ,يعلمون,يعلمون
ٱلسِّحْرَ,السحر,السحر
ٱلْمَلَكَيْنِ,الملكين,الملكين
بِبَابِلَ,ببابل,ببابل
هَٰرُوتَ,هاروت,هاروت
وَمَٰرُوتَ,وماروت,وماروت
يُعَلِّمَانِ,يعلمان,يعلمان
أَحَدٍ,احد,احد
يَقُولَآ,يقولا,يقولا
فِتْنَةٌ,فتنة,فتنة
تَكْفُرْ,تكفر,تكفر
فَيَتَعَلَّمُونَ,فيتعلمون,فيتعلمون
مِنْهُمَا,منهما,منهما
يُفَرِّقُونَ,يفرقون,يفرقون
ٱلْمَرْءِ,المرء,المرء
وَزَوْجِهِۦ,وزوجه,وزوجه
بِضَآرِّينَ,بضارين,بضارين
وَيَتَعَلَّمُونَ,ويتعلمون,ويتعلمون
يَضُرُّهُمْ,يضرهم,يضرهم
يَنفَعُهُمْ,ينفعهم,ينفعهم
عَلِمُوا۟,علموا,علموا
لَمَنِ,لمن,لمن
ٱشْتَرَىٰهُ,اشترىاه,اشترىاه
لَهُۥ,له,له
ٱلْءَاخِرَةِ,الءاخرة,الءاخرة
خَلَٰقٍ,خلاق,خلاق
وَلَبِئْسَ,ولبيس,ولبيس
شَرَوْا۟,شروا,شروا
أَنَّهُمْ,انهم,انهم
وَٱتَّقَوْا۟,واتقوا,واتقوا
لَمَثُوبَةٌ,لمثوبة,لمثوبة
لَّوْ,لو,لو
تَقُولُوا۟,تقولوا,تقولوا
رَٰعِنَا,راعنا,راعنا
ٱنظُرْنَا,انظرنا,انظرنا
أَلِيمٌ,اليم,اليم
أَهْلِ,اهل,اهل
ٱلْمُشْرِكِينَ,المشركين,المشركين
يُنَزَّلَ,ينزل,ينزل
عَلَيْكُم,عليكم,عليكم
خَيْرٍ,خير,خير
يَخْتَصُّ,يختص,يختص
بِرَحْمَتِهِۦ,برحمته,برحمته
ذُو,ذو,ذو
ٱلْفَضْلِ,الفضل,الفضل
ٱلْعَظِيمِ,العظيم,العظيم
نَنسَخْ,ننسخ,ننسخ
ءَايَةٍ,ءاية,ءاية
نُنسِهَا,ننسها,ننسها
نَأْتِ,نات,نات
بِخَيْرٍ,بخير,بخير
مِّنْهَآ,منها,منها
مِثْلِهَآ,مثلها,مثلها
تَعْلَمْ,تعلم,تعلم
مُلْكُ,ملك,ملك
وَلِىٍّ,ولى,ولى
نَصِيرٍ,نصير,نصير
تُرِيدُونَ,تريدون,تريدون
تَسْـَٔلُوا۟,تسـلوا,تسـلوا
رَسُولَكُمْ,رسولكم,رسولكم
كَمَا,كما,كما
سُئِلَ,سيل,سيل
وَمَن,ومن,ومن
يَتَبَدَّلِ,يتبدل,يتبدل
ٱلْكُفْرَ,الكفر,الكفر
بِٱلْإِيمَٰنِ,بالايمان,بالايمان
فَقَدْ,فقد,فقد
ضَلَّ,ضل,ضل
سَوَآءَ,سواء,سواء
ٱلسَّبِيلِ,السبيل,السبيل
وَدَّ,ود,ود
كَثِيرٌ,كثير,كثير
يَرُدُّونَكُم,يردونكم,يردونكم
إِيمَٰنِكُمْ,ايمانكم,ايمانكم
كُفَّارًا,كفارا,كفارا
حَسَدًا,حسدا,حسدا
أَنفُسِهِم,انفسهم,انفسهم
تَبَيَّنَ,تبين,تبين
لَهُمُ,لهم,لهم
فَٱعْفُوا۟,فاعفوا,فاعفوا
